Student ID,Name,Performance (AI),Performance (Web Dev),Performance (Networking),Interest 1,Interest 2,Interest 3,Overall Rating (0-100)
2008,Student_1008,79,58,57,IoT,AI,IoT,77
2009,Student_1009,60,88,83,Networking,Web Dev,Data Science,86
2010,Student_1010,79,94,51,Data Science,Networking,IoT,85
2011,Student_1011,80,51,76,AI,IoT,AI,85
2012,Student_1012,73,57,59,Web Dev,Web Dev,AI,69
2013,Student_1013,58,56,84,Web Dev,Data Science,AI,76
2014,Student_1014,52,93,72,Web Dev,AI,IoT,91
2015,Student_1015,80,88,98,Data Science,Networking,Data Science,83
2016,Student_1016,89,91,57,Data Science,AI,AI,67
2017,Student_1017,86,65,77,AI,Data Science,Data Science,89
2018,Student_1018,85,84,72,Data Science,AI,IoT,85
2019,Student_1019,73,79,53,AI,Networking,Data Science,83
2020,Student_1020,80,59,63,Data Science,AI,Data Science,86
2021,Student_1021,55,87,91,Data Science,Networking,AI,74
2022,Student_1022,51,67,78,Data Science,AI,Web Dev,87
2023,Student_1023,69,99,50,AI,AI,Networking,70
2024,Student_1024,77,54,53,Networking,Networking,IoT,98
2025,Student_1025,60,78,81,AI,AI,IoT,61
2026,Student_1026,53,88,82,Networking,Web Dev,IoT,68
2027,Student_1027,64,83,98,Web Dev,IoT,Networking,82
2028,Student_1028,55,92,75,Web Dev,Web Dev,Web Dev,92
2029,Student_1029,98,94,66,AI,IoT,Data Science,78
2030,Student_1030,79,72,88,Networking,Web Dev,IoT,72
2031,Student_1031,87,54,72,Networking,IoT,Data Science,73
2032,Student_1032,51,79,81,Networking,AI,AI,91
2033,Student_1033,64,55,64,Web Dev,Networking,AI,81
2034,Student_1034,60,95,62,AI,Networking,AI,79
2035,Student_1035,57,93,51,IoT,Data Science,IoT,92
2036,Student_1036,75,53,68,Networking,IoT,Networking,64
2037,Student_1037,94,78,73,Networking,Data Science,IoT,79
2038,Student_1038,93,72,94,IoT,Data Science,AI,73
2039,Student_1039,54,55,73,AI,IoT,AI,86
2040,Student_1040,55,81,60,Networking,Networking,IoT,85
2041,Student_1041,75,91,71,AI,IoT,Networking,91
2042,Student_1042,53,67,64,Networking,AI,Networking,89
2043,Student_1043,68,64,59,Data Science,Data Science,Data Science,86
2044,Student_1044,69,89,90,Networking,Data Science,Web Dev,85
2045,Student_1045,82,81,76,Data Science,IoT,AI,77
2046,Student_1046,69,58,58,AI,Data Science,Networking,82
2047,Student_1047,98,86,77,Networking,Networking,AI,83
2048,Student_1048,61,59,50,Web Dev,Data Science,Web Dev,63
2049,Student_1049,96,69,66,Web Dev,IoT,AI,62
2050,Student_1050,50,55,80,IoT,Networking,Networking,89
2051,Student_1051,75,97,93,Web Dev,Networking,Data Science,75
2052,Student_1052,63,52,59,Data Science,Data Science,IoT,66
2053,Student_1053,87,91,86,Web Dev,IoT,IoT,98
2054,Student_1054,86,60,78,Web Dev,Data Science,Networking,81
2055,Student_1055,60,92,67,Web Dev,AI,Networking,90
2056,Student_1056,85,66,96,Networking,AI,Web Dev,72
2057,Student_1057,62,81,87,IoT,Networking,AI,88
2058,Student_1058,92,53,88,AI,Data Science,Web Dev,87
2059,Student_1059,52,53,98,IoT,AI,IoT,78
2060,Student_1060,82,66,55,Data Science,Web Dev,AI,82
2061,Student_1061,55,90,89,Networking,AI,Web Dev,67
2062,Student_1062,99,68,61,Networking,Data Science,IoT,84
2063,Student_1063,59,54,63,Web Dev,Data Science,AI,97
2064,Student_1064,54,81,93,Web Dev,AI,Data Science,97
2065,Student_1065,72,71,59,Data Science,Data Science,Data Science,94
2066,Student_1066,59,55,69,Networking,Data Science,Web Dev,85
2067,Student_1067,93,84,64,AI,Web Dev,Networking,62
2068,Student_1068,51,71,80,IoT,Networking,AI,61
2069,Student_1069,62,50,56,Networking,Data Science,Web Dev,64
2070,Student_1070,89,69,90,AI,IoT,Networking,79
2071,Student_1071,51,71,59,AI,Networking,Networking,71
2072,Student_1072,69,97,59,IoT,Networking,AI,97
2073,Student_1073,50,60,97,AI,IoT,AI,75
2074,Student_1074,86,62,88,Data Science,AI,Networking,96
2075,Student_1075,58,91,77,AI,Web Dev,IoT,97
2076,Student_1076,66,52,79,Data Science,Data Science,Web Dev,95
2077,Student_1077,58,58,86,AI,AI,AI,88
2078,Student_1078,60,61,52,Web Dev,IoT,Networking,94
2079,Student_1079,64,72,99,AI,Web Dev,IoT,96
2080,Student_1080,73,63,92,Data Science,Web Dev,Data Science,80
2081,Student_1081,87,82,64,AI,Web Dev,Networking,80
2082,Student_1082,84,67,70,AI,IoT,IoT,87
2083,Student_1083,79,98,86,AI,AI,Data Science,65
2084,Student_1084,80,90,61,Data Science,Data Science,IoT,79
2085,Student_1085,98,58,53,AI,Web Dev,AI,95
2086,Student_1086,54,72,96,IoT,Web Dev,Networking,72
2087,Student_1087,93,59,58,IoT,AI,Data Science,99
2088,Student_1088,99,68,88,Data Science,Web Dev,IoT,70
2089,Student_1089,63,96,91,Web Dev,Web Dev,Data Science,83
2090,Student_1090,60,54,77,IoT,IoT,Web Dev,78
2091,Student_1091,58,96,72,Networking,Networking,Networking,82
2092,Student_1092,83,72,94,IoT,AI,AI,90
2093,Student_1093,61,79,89,Networking,AI,Data Science,96
2094,Student_1094,84,74,93,Data Science,AI,IoT,96
2095,Student_1095,84,77,71,Web Dev,IoT,Data Science,62
2096,Student_1096,50,83,73,Networking,IoT,IoT,93
2097,Student_1097,89,94,75,Networking,Data Science,Data Science,88
2098,Student_1098,71,97,79,IoT,IoT,AI,62
2099,Student_1099,78,96,82,Networking,AI,AI,74
2100,Student_1100,57,74,65,Data Science,Data Science,Networking,66
2101,Student_1101,60,59,71,Data Science,Networking,AI,62
2102,Student_1102,90,63,98,Data Science,Web Dev,Data Science,75
2103,Student_1103,86,91,99,IoT,Web Dev,Data Science,93
2104,Student_1104,63,95,92,Web Dev,Data Science,AI,79
2105,Student_1105,79,79,67,IoT,Networking,Web Dev,98
2106,Student_1106,84,90,56,Data Science,Web Dev,Data Science,92
2107,Student_1107,70,74,99,IoT,Data Science,Networking,73
2108,Student_1108,86,63,75,Data Science,IoT,Web Dev,94
2109,Student_1109,54,84,57,AI,AI,AI,70
2110,Student_1110,68,97,55,AI,Networking,IoT,79
2111,Student_1111,63,83,79,Networking,Web Dev,Data Science,89
2112,Student_1112,75,59,88,Web Dev,AI,IoT,87
2113,Student_1113,53,84,72,AI,Data Science,Networking,74
2114,Student_1114,74,60,81,Data Science,Web Dev,Web Dev,97
2115,Student_1115,94,60,71,IoT,AI,IoT,72
2116,Student_1116,91,70,91,IoT,IoT,Networking,94
2117,Student_1117,74,70,92,Networking,Networking,IoT,83
2118,Student_1118,67,71,94,IoT,Data Science,IoT,60
2119,Student_1119,89,94,58,AI,Web Dev,Networking,83
2120,Student_1120,57,56,80,IoT,IoT,Data Science,86
2121,Student_1121,88,66,56,AI,Networking,IoT,77
2122,Student_1122,89,51,58,AI,Networking,Networking,85
2123,Student_1123,63,61,62,Web Dev,IoT,IoT,88
2124,Student_1124,81,91,52,Networking,Web Dev,Data Science,67
2125,Student_1125,87,67,84,Data Science,Networking,Networking,85
2126,Student_1126,82,60,82,AI,Data Science,IoT,64
2127,Student_1127,72,65,70,Networking,AI,AI,92
2128,Student_1128,64,98,80,Data Science,Data Science,Data Science,99
2129,Student_1129,82,67,83,IoT,Networking,IoT,64
2130,Student_1130,74,84,81,Networking,AI,Web Dev,95
2131,Student_1131,66,75,84,Networking,IoT,Networking,72
2132,Student_1132,82,65,64,Networking,AI,IoT,76
2133,Student_1133,96,55,81,IoT,AI,Data Science,72
2134,Student_1134,51,93,55,IoT,AI,Data Science,84
2135,Student_1135,63,92,94,Networking,Networking,Web Dev,61
2136,Student_1136,89,96,70,Web Dev,Web Dev,Web Dev,83
2137,Student_1137,89,96,82,AI,Networking,IoT,95
2138,Student_1138,88,97,81,IoT,Web Dev,AI,84
2139,Student_1139,55,91,68,Web Dev,IoT,Data Science,93
2140,Student_1140,55,61,82,IoT,IoT,AI,71
2141,Student_1141,52,62,77,Networking,IoT,AI,78
2142,Student_1142,56,53,80,Web Dev,IoT,IoT,89
2143,Student_1143,57,88,70,Data Science,IoT,Networking,96
2144,Student_1144,91,51,83,AI,Data Science,Networking,60
2145,Student_1145,64,75,64,AI,Networking,Networking,62
2146,Student_1146,96,76,63,IoT,Web Dev,Web Dev,85
2147,Student_1147,78,76,68,AI,IoT,Data Science,74
2148,Student_1148,82,64,92,Data Science,Data Science,Web Dev,87
2149,Student_1149,79,57,64,Web Dev,Data Science,Data Science,63
2150,Student_1150,88,56,55,Web Dev,Data Science,Data Science,78
2151,Student_1151,76,96,58,Networking,Networking,Data Science,83
2152,Student_1152,85,95,86,Web Dev,IoT,IoT,99
2153,Student_1153,78,89,69,IoT,Data Science,Networking,65
2154,Student_1154,87,61,83,Data Science,Data Science,Web Dev,75
2155,Student_1155,82,62,87,Networking,IoT,Web Dev,91
2156,Student_1156,86,92,75,IoT,Networking,IoT,89
2157,Student_1157,76,66,67,IoT,Data Science,Data Science,94
2158,Student_1158,82,66,77,IoT,Web Dev,Networking,67
2159,Student_1159,53,85,58,AI,AI,AI,64
2160,Student_1160,71,70,81,IoT,AI,AI,96
2161,Student_1161,51,57,55,AI,AI,IoT,71
2162,Student_1162,59,54,63,Web Dev,Networking,Networking,84
2163,Student_1163,54,75,77,AI,Data Science,AI,92
2164,Student_1164,59,65,73,IoT,AI,AI,98
2165,Student_1165,82,85,62,Data Science,AI,Web Dev,83
2166,Student_1166,87,77,92,Data Science,IoT,Networking,70
2167,Student_1167,62,78,61,Web Dev,Data Science,AI,94
2168,Student_1168,80,96,68,IoT,Data Science,Web Dev,99
2169,Student_1169,96,61,70,AI,IoT,Networking,60
2170,Student_1170,85,86,76,Data Science,Data Science,Data Science,67
2171,Student_1171,94,79,68,Networking,Web Dev,Networking,82
2172,Student_1172,73,72,73,IoT,Networking,IoT,79
2173,Student_1173,64,65,75,IoT,IoT,Web Dev,91
2174,Student_1174,78,63,94,Networking,AI,Data Science,70
2175,Student_1175,57,59,77,Data Science,Data Science,Web Dev,66
2176,Student_1176,54,56,95,Networking,Web Dev,Web Dev,89
2177,Student_1177,78,94,67,Web Dev,Web Dev,AI,98
2178,Student_1178,96,86,93,AI,Networking,Networking,72
2179,Student_1179,53,78,85,AI,Web Dev,Web Dev,62
2180,Student_1180,61,52,91,Data Science,Data Science,Web Dev,66
2181,Student_1181,94,64,78,Networking,Data Science,IoT,72
2182,Student_1182,51,85,66,IoT,Web Dev,IoT,96
2183,Student_1183,76,96,53,IoT,Data Science,IoT,84
2184,Student_1184,80,95,93,IoT,Data Science,Web Dev,82
2185,Student_1185,85,68,94,Web Dev,AI,Data Science,92
2186,Student_1186,85,62,78,Web Dev,IoT,Networking,64
2187,Student_1187,75,91,53,IoT,Data Science,Web Dev,91
2188,Student_1188,92,70,59,Data Science,Data Science,AI,89
2189,Student_1189,76,86,74,Web Dev,Networking,Data Science,90
2190,Student_1190,54,76,80,Web Dev,IoT,Data Science,72
2191,Student_1191,69,78,52,AI,IoT,Networking,64
2192,Student_1192,60,69,96,AI,IoT,Data Science,82
2193,Student_1193,59,74,51,Data Science,Web Dev,Networking,60
2194,Student_1194,89,55,74,Web Dev,AI,Data Science,69
2195,Student_1195,87,85,98,Web Dev,AI,Networking,86
2196,Student_1196,55,51,55,Networking,Networking,IoT,67
2197,Student_1197,57,71,75,Data Science,IoT,IoT,62
2198,Student_1198,72,81,57,Data Science,IoT,Data Science,78
2199,Student_1199,96,65,84,Networking,Data Science,Data Science,61
2200,Student_1200,75,67,76,Networking,Web Dev,Networking,90
2201,Student_1201,95,54,74,AI,Web Dev,Networking,69
2202,Student_1202,92,85,67,Data Science,Networking,Web Dev,75
2203,Student_1203,61,79,50,Data Science,AI,IoT,96
2204,Student_1204,75,94,97,Networking,IoT,Web Dev,79
2205,Student_1205,62,68,88,IoT,Networking,Web Dev,62
2206,Student_1206,89,72,52,IoT,Web Dev,AI,94
2207,Student_1207,67,83,53,AI,Web Dev,Networking,93
2208,Student_1208,74,62,90,IoT,Web Dev,AI,80
2209,Student_1209,82,92,86,IoT,IoT,AI,95
2210,Student_1210,96,78,64,IoT,IoT,Web Dev,91
2211,Student_1211,89,85,57,Web Dev,IoT,AI,77
2212,Student_1212,92,71,87,AI,Data Science,Networking,93
2213,Student_1213,61,96,99,Networking,AI,Web Dev,97
2214,Student_1214,93,85,68,IoT,Web Dev,Networking,62
2215,Student_1215,85,58,96,Web Dev,Web Dev,Data Science,62
2216,Student_1216,97,88,75,IoT,Data Science,AI,86
2217,Student_1217,53,68,88,Web Dev,Web Dev,Web Dev,61
2218,Student_1218,54,87,59,AI,Web Dev,IoT,62
2219,Student_1219,86,55,87,IoT,IoT,Networking,76
2220,Student_1220,57,96,63,Web Dev,IoT,AI,98
2221,Student_1221,91,64,98,Data Science,AI,Networking,97
2222,Student_1222,98,69,90,Data Science,Web Dev,Networking,99
2223,Student_1223,77,58,68,Web Dev,Networking,Data Science,78
2224,Student_1224,80,81,79,IoT,Web Dev,Networking,78
2225,Student_1225,58,53,54,IoT,Web Dev,Data Science,64
2226,Student_1226,78,99,80,AI,AI,Data Science,64
2227,Student_1227,63,67,56,AI,Networking,Data Science,73
2228,Student_1228,89,54,68,Networking,Web Dev,AI,86
2229,Student_1229,90,69,80,AI,Networking,Networking,95
2230,Student_1230,71,72,88,IoT,IoT,Networking,99
2231,Student_1231,60,60,73,Networking,IoT,Data Science,94
2232,Student_1232,72,86,83,AI,Networking,Networking,80
2233,Student_1233,50,71,72,Web Dev,Web Dev,Networking,64
2234,Student_1234,95,53,97,Data Science,Networking,Data Science,83
2235,Student_1235,86,78,94,AI,Networking,IoT,98
2236,Student_1236,70,93,89,AI,IoT,IoT,83
2237,Student_1237,75,83,55,Web Dev,Networking,Data Science,99
2238,Student_1238,95,62,87,IoT,Data Science,AI,72
2239,Student_1239,85,91,90,Web Dev,Data Science,Networking,97
2240,Student_1240,72,58,85,AI,IoT,Networking,60
2241,Student_1241,50,91,76,IoT,Web Dev,IoT,98
2242,Student_1242,89,80,60,Networking,Web Dev,Data Science,69
2243,Student_1243,64,56,54,AI,IoT,AI,61
2244,Student_1244,70,53,66,Web Dev,Web Dev,Data Science,75
2245,Student_1245,96,68,56,Networking,AI,IoT,96
2246,Student_1246,58,91,76,Data Science,Data Science,IoT,75
2247,Student_1247,58,79,96,Networking,AI,Networking,82
2248,Student_1248,59,80,64,Web Dev,AI,Web Dev,85
2249,Student_1249,75,84,95,Networking,AI,AI,75
2250,Student_1250,90,70,62,Web Dev,IoT,AI,86
2251,Student_1251,84,80,60,AI,AI,Web Dev,89
2252,Student_1252,74,68,94,IoT,Networking,IoT,92
2253,Student_1253,75,80,75,Data Science,Web Dev,Data Science,91
2254,Student_1254,60,81,71,IoT,IoT,AI,68
2255,Student_1255,87,51,77,IoT,Networking,Web Dev,70
2256,Student_1256,51,59,73,IoT,Networking,Networking,96
2257,Student_1257,56,51,78,Web Dev,Data Science,Networking,65
2258,Student_1258,67,51,58,Web Dev,Data Science,IoT,89
2259,Student_1259,76,73,91,Data Science,Networking,AI,99
2260,Student_1260,83,66,53,Web Dev,Data Science,Data Science,74
2261,Student_1261,76,81,98,Web Dev,Web Dev,AI,89
2262,Student_1262,66,65,95,Web Dev,Web Dev,Networking,77
2263,Student_1263,92,65,67,Web Dev,Data Science,AI,71
2264,Student_1264,93,95,92,AI,AI,Networking,63
2265,Student_1265,73,88,65,Data Science,Networking,Web Dev,75
2266,Student_1266,74,80,82,Web Dev,Web Dev,Web Dev,82
2267,Student_1267,56,92,78,Data Science,Data Science,Networking,70
2268,Student_1268,55,73,88,Networking,Data Science,Data Science,83
2269,Student_1269,73,50,59,AI,Web Dev,Data Science,81
2270,Student_1270,82,60,58,Web Dev,Web Dev,AI,98
2271,Student_1271,98,70,80,AI,AI,Networking,74
2272,Student_1272,78,53,77,AI,Data Science,IoT,74
2273,Student_1273,92,56,52,Networking,Data Science,Data Science,69
2274,Student_1274,71,75,63,Data Science,IoT,Data Science,87
2275,Student_1275,75,96,74,AI,AI,Web Dev,95
2276,Student_1276,77,99,64,IoT,Web Dev,Data Science,76
2277,Student_1277,99,61,51,Networking,Web Dev,Data Science,95
2278,Student_1278,70,80,73,IoT,Networking,Data Science,81
2279,Student_1279,98,66,63,Networking,Web Dev,Networking,82
2280,Student_1280,56,82,97,IoT,Data Science,Networking,88
2281,Student_1281,66,60,56,IoT,Web Dev,Web Dev,81
2282,Student_1282,69,77,85,AI,Data Science,AI,70
2283,Student_1283,90,81,99,AI,Data Science,Data Science,95
2284,Student_1284,98,50,73,Networking,AI,AI,88
2285,Student_1285,69,96,76,Data Science,Web Dev,Networking,91
2286,Student_1286,71,77,86,AI,AI,Data Science,73
2287,Student_1287,77,91,87,AI,Data Science,AI,77
2288,Student_1288,89,56,79,Web Dev,Web Dev,AI,97
2289,Student_1289,98,51,76,AI,Web Dev,IoT,96
2290,Student_1290,56,91,88,Data Science,AI,Networking,93
2291,Student_1291,50,73,64,Web Dev,AI,Web Dev,82
2292,Student_1292,81,53,75,IoT,Data Science,Web Dev,91
2293,Student_1293,62,93,50,IoT,Data Science,IoT,62
2294,Student_1294,79,68,53,Web Dev,Web Dev,AI,81
2295,Student_1295,72,75,78,Web Dev,Web Dev,IoT,82
2296,Student_1296,68,60,50,Web Dev,IoT,IoT,63
2297,Student_1297,81,89,92,Networking,IoT,Networking,72
2298,Student_1298,79,99,99,Data Science,Networking,Data Science,91
2299,Student_1299,78,92,95,Data Science,Data Science,AI,88
2300,Student_1300,98,60,71,IoT,Networking,Web Dev,99
2301,Student_1301,94,94,60,IoT,Networking,Web Dev,99
2302,Student_1302,78,52,59,IoT,AI,IoT,69
2303,Student_1303,79,61,66,AI,AI,IoT,72
2304,Student_1304,65,52,85,IoT,IoT,IoT,76
2305,Student_1305,89,91,96,Web Dev,Networking,AI,97
2306,Student_1306,68,76,75,IoT,IoT,IoT,61
2307,Student_1307,67,98,97,Web Dev,Data Science,IoT,76
2308,Student_1308,50,51,70,Networking,Web Dev,Data Science,85
2309,Student_1309,63,98,62,AI,AI,AI,97
2310,Student_1310,96,65,58,AI,Data Science,Networking,96
2311,Student_1311,99,51,60,Data Science,Data Science,Networking,64
2312,Student_1312,51,79,60,Networking,AI,Data Science,84
2313,Student_1313,77,69,55,Web Dev,AI,Web Dev,68
2314,Student_1314,98,87,50,Networking,Networking,Networking,87
2315,Student_1315,99,77,55,AI,IoT,AI,81
2316,Student_1316,79,74,62,Web Dev,Data Science,Web Dev,88
2317,Student_1317,87,81,71,Networking,Networking,IoT,94
2318,Student_1318,53,59,80,AI,Networking,AI,79
2319,Student_1319,50,91,71,Web Dev,Data Science,Web Dev,64
2320,Student_1320,57,89,86,Web Dev,Data Science,Networking,98
2321,Student_1321,78,82,96,AI,Web Dev,IoT,91
2322,Student_1322,88,62,76,Web Dev,IoT,IoT,98
2323,Student_1323,52,90,99,AI,Data Science,AI,69
2324,Student_1324,81,91,63,IoT,AI,IoT,99
2325,Student_1325,59,96,96,IoT,Web Dev,Web Dev,76
2326,Student_1326,59,86,54,Web Dev,IoT,Data Science,96
2327,Student_1327,68,65,85,Web Dev,AI,Networking,74
2328,Student_1328,95,94,81,AI,AI,AI,68
2329,Student_1329,83,71,83,Web Dev,IoT,Data Science,91
2330,Student_1330,82,69,56,Data Science,Web Dev,Data Science,82
2331,Student_1331,72,99,91,IoT,AI,AI,70
2332,Student_1332,77,92,97,Web Dev,Networking,Web Dev,72
2333,Student_1333,81,76,59,Web Dev,IoT,Networking,77
2334,Student_1334,99,90,99,Networking,IoT,AI,68
2335,Student_1335,56,65,66,Web Dev,Data Science,Data Science,64
2336,Student_1336,78,83,79,Data Science,Web Dev,Data Science,81
2337,Student_1337,57,81,70,IoT,Networking,AI,91
2338,Student_1338,50,75,62,Networking,Networking,Data Science,61
2339,Student_1339,52,74,50,AI,Data Science,AI,80
2340,Student_1340,73,51,50,AI,AI,AI,87
2341,Student_1341,72,61,96,IoT,AI,Networking,83
2342,Student_1342,57,89,82,AI,Networking,AI,83
2343,Student_1343,96,58,87,Data Science,Web Dev,Data Science,73
2344,Student_1344,86,61,74,Web Dev,AI,IoT,96
2345,Student_1345,52,75,75,IoT,IoT,Networking,86
2346,Student_1346,82,58,62,Networking,Data Science,Data Science,83
2347,Student_1347,77,59,77,Web Dev,Web Dev,Data Science,65
2348,Student_1348,96,81,82,AI,AI,Networking,85
2349,Student_1349,57,83,86,AI,Networking,Networking,74
2350,Student_1350,83,97,90,Networking,Data Science,Data Science,88
2351,Student_1351,84,69,79,Data Science,AI,IoT,95
2352,Student_1352,81,88,98,Networking,Networking,Web Dev,69
2353,Student_1353,73,51,97,IoT,AI,Data Science,87
2354,Student_1354,63,50,57,Networking,Data Science,Networking,68
2355,Student_1355,81,85,98,AI,IoT,AI,80
2356,Student_1356,95,73,96,Data Science,IoT,AI,69
2357,Student_1357,92,76,50,Data Science,Networking,Networking,63
2358,Student_1358,65,51,61,Networking,IoT,Networking,63
2359,Student_1359,53,80,54,IoT,Data Science,Web Dev,65
2360,Student_1360,86,63,73,AI,Networking,Networking,85
2361,Student_1361,70,51,55,Web Dev,AI,AI,99
2362,Student_1362,63,78,74,Data Science,Web Dev,IoT,75
2363,Student_1363,80,64,50,Networking,AI,Networking,67
2364,Student_1364,97,61,74,IoT,Data Science,Web Dev,87
2365,Student_1365,67,86,50,IoT,Networking,IoT,75
2366,Student_1366,56,77,81,AI,AI,Web Dev,97
2367,Student_1367,59,69,91,Data Science,Networking,IoT,60
2368,Student_1368,56,88,91,AI,IoT,Networking,78
2369,Student_1369,82,73,52,Web Dev,Web Dev,AI,76
2370,Student_1370,72,70,98,Web Dev,Data Science,IoT,87
2371,Student_1371,70,59,68,Web Dev,AI,Data Science,71
2372,Student_1372,68,95,92,IoT,Web Dev,Web Dev,65
2373,Student_1373,97,63,78,Data Science,Data Science,IoT,66
2374,Student_1374,68,86,99,AI,Data Science,Web Dev,67
2375,Student_1375,85,67,51,AI,IoT,AI,62
2376,Student_1376,78,73,58,Web Dev,Networking,Web Dev,80
2377,Student_1377,67,63,66,Data Science,Networking,Web Dev,67
2378,Student_1378,51,83,95,Data Science,Web Dev,Data Science,87
2379,Student_1379,50,61,85,Networking,IoT,Web Dev,89
2380,Student_1380,96,71,66,Data Science,Data Science,IoT,91
2381,Student_1381,54,55,98,Data Science,IoT,Web Dev,70
2382,Student_1382,69,85,61,AI,IoT,Networking,79
2383,Student_1383,60,94,69,Data Science,Web Dev,Web Dev,75
2384,Student_1384,91,85,99,Data Science,Networking,Networking,84
2385,Student_1385,51,71,52,AI,IoT,Web Dev,68
2386,Student_1386,52,63,92,Data Science,IoT,Web Dev,98
2387,Student_1387,72,65,99,AI,IoT,IoT,99
2388,Student_1388,61,85,53,Networking,AI,Networking,99
2389,Student_1389,69,74,66,IoT,IoT,Networking,62
2390,Student_1390,54,81,99,AI,IoT,Data Science,75
2391,Student_1391,86,82,86,AI,Data Science,Web Dev,71
2392,Student_1392,87,94,95,Data Science,AI,Web Dev,74
2393,Student_1393,79,85,91,AI,IoT,IoT,63
2394,Student_1394,58,69,64,Web Dev,IoT,Data Science,82
2395,Student_1395,83,67,82,Web Dev,Web Dev,Data Science,86
2396,Student_1396,93,87,65,Networking,Web Dev,IoT,98
2397,Student_1397,84,52,60,AI,AI,Networking,96
2398,Student_1398,71,72,69,Data Science,Data Science,AI,72
2399,Student_1399,93,81,87,Data Science,AI,IoT,96
2400,Student_1400,73,94,73,IoT,AI,Networking,99
2401,Student_1401,66,65,65,Networking,Web Dev,Data Science,80
2402,Student_1402,59,54,79,Data Science,Web Dev,IoT,88
2403,Student_1403,79,53,83,IoT,Data Science,AI,88
2404,Student_1404,95,70,50,Data Science,IoT,Web Dev,70
2405,Student_1405,72,89,73,IoT,Data Science,IoT,87
2406,Student_1406,81,63,73,Web Dev,IoT,AI,69
2407,Student_1407,66,88,58,Web Dev,Networking,AI,64
2408,Student_1408,99,80,71,Data Science,Web Dev,IoT,84
2409,Student_1409,66,63,61,Networking,Networking,Networking,92
2410,Student_1410,63,55,66,AI,Networking,IoT,76
2411,Student_1411,58,61,74,Networking,Web Dev,Data Science,92
2412,Student_1412,89,65,77,Networking,Networking,AI,84
2413,Student_1413,51,66,64,AI,AI,AI,92
2414,Student_1414,94,94,79,Web Dev,IoT,Web Dev,68
2415,Student_1415,74,72,76,Web Dev,Data Science,AI,86
2416,Student_1416,88,63,71,AI,Web Dev,Web Dev,84
2417,Student_1417,58,56,59,IoT,AI,AI,63
2418,Student_1418,71,95,80,Networking,Data Science,AI,68
2419,Student_1419,92,81,76,Data Science,Data Science,IoT,74
2420,Student_1420,95,64,61,Web Dev,Data Science,IoT,75
2421,Student_1421,53,93,95,Data Science,Networking,Data Science,75
2422,Student_1422,75,66,80,AI,Networking,Networking,72
2423,Student_1423,78,90,81,Data Science,Networking,Data Science,73
2424,Student_1424,94,96,81,Data Science,Networking,AI,81
2425,Student_1425,83,93,90,Networking,AI,Data Science,80
2426,Student_1426,72,83,94,AI,Networking,IoT,68
2427,Student_1427,86,54,84,Data Science,Web Dev,AI,63
2428,Student_1428,60,94,95,Web Dev,Data Science,AI,69
2429,Student_1429,55,76,70,AI,AI,Data Science,94
2430,Student_1430,67,72,59,Web Dev,Networking,Web Dev,68
2431,Student_1431,70,89,65,IoT,Data Science,Networking,75
2432,Student_1432,91,63,56,Data Science,AI,Data Science,77
2433,Student_1433,85,64,53,AI,Data Science,Data Science,69
2434,Student_1434,90,92,76,Web Dev,AI,Networking,80
2435,Student_1435,87,82,74,Data Science,IoT,AI,74
2436,Student_1436,83,80,80,Networking,AI,AI,74
2437,Student_1437,66,84,60,Web Dev,Networking,Web Dev,70
2438,Student_1438,86,66,97,Web Dev,Data Science,Data Science,99
2439,Student_1439,74,77,69,IoT,Data Science,Networking,96
2440,Student_1440,87,68,85,Networking,Data Science,Data Science,79
2441,Student_1441,61,95,66,IoT,Web Dev,IoT,93
2442,Student_1442,72,72,94,Networking,Web Dev,Data Science,81
2443,Student_1443,91,81,60,Web Dev,Networking,Data Science,77
2444,Student_1444,71,89,79,IoT,IoT,IoT,75
2445,Student_1445,70,62,84,Data Science,Web Dev,IoT,64
2446,Student_1446,76,69,90,Networking,AI,Networking,60
2447,Student_1447,80,84,87,Web Dev,Networking,AI,78
2448,Student_1448,55,54,71,AI,IoT,Web Dev,69
2449,Student_1449,76,58,92,Networking,AI,IoT,80
2450,Student_1450,89,78,97,Networking,Data Science,AI,72
2451,Student_1451,83,55,76,Data Science,Web Dev,Networking,83
2452,Student_1452,61,74,86,Networking,AI,Data Science,82
2453,Student_1453,94,80,95,Networking,IoT,Networking,82
2454,Student_1454,56,71,98,Data Science,Networking,Networking,70
2455,Student_1455,59,51,84,Data Science,AI,IoT,61
2456,Student_1456,94,94,53,IoT,Networking,Web Dev,65
2457,Student_1457,66,54,65,Web Dev,Data Science,IoT,70
2458,Student_1458,75,76,65,Web Dev,IoT,Data Science,74
2459,Student_1459,70,74,70,IoT,IoT,IoT,68
2460,Student_1460,77,57,75,Web Dev,Web Dev,Data Science,71
2461,Student_1461,95,50,85,Networking,IoT,IoT,95
2462,Student_1462,51,69,68,IoT,AI,Web Dev,87
2463,Student_1463,92,93,66,IoT,AI,AI,82
2464,Student_1464,50,72,94,Web Dev,AI,Web Dev,86
2465,Student_1465,85,81,75,AI,Data Science,IoT,83
2466,Student_1466,75,60,71,Web Dev,IoT,Networking,73
2467,Student_1467,78,88,77,AI,IoT,AI,94
2468,Student_1468,70,96,50,IoT,AI,Networking,86
2469,Student_1469,60,73,93,AI,Web Dev,Web Dev,80
